City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,ciudad lazaro cardenas,17.9583,-102.2,29.27,76,10,3.38,MX,1692750068
293,guercif,34.2257,-3.3536,26.78,57,0,2.39,MA,1692749781
294,nova sintra,14.8667,-24.7167,24.73,78,92,1.87,CV,1692750068
295,camana,-16.6228,-72.7111,17.97,79,59,2.63,PE,1692750069
296,illizi,26.4833,8.4667,29.89,26,66,3.68,DZ,1692750069
297,porto murtinho,-21.6989,-57.8825,30.43,31,2,3.69,BR,1692750069
298,saipan,15.1355,145.701,31.39,100,40,5.14,MP,1692750069
299,novyy urgal,51.0736,132.5642,19.32,86,93,0.63,RU,1692750069
300,hammerfest,70.6634,23.6821,9.25,93,100,0.0,NO,1692750069
301,mossel bay,-34.1831,22.146,10.96,87,78,8.89,ZA,1692750070
302,tangalle,6.024,80.7911,24.83,91,99,3.89,LK,1692750070
303,joao pinheiro,-17.7425,-46.1725,22.39,23,37,2.16,BR,1692749895
304,noosa heads,-26.3833,153.15,24.08,59,1,1.99,AU,1692749797
305,oakdale,44.963,-92.9649,35.68,58,0,4.63,US,1692750044
306,bom jesus,-9.0744,-44.3586,29.29,34,65,1.92,BR,1692750070
307,uige,-7.6087,15.0613,19.03,87,13,0.67,AO,1692749784
308,coquimbo,-29.9533,-71.3436,15.85,72,0,2.06,CL,1692750068
309,el granada,37.5027,-122.4694,29.4,70,0,9.26,US,1692750071
310,saudarkrokur,65.7461,-19.6394,7.5,93,91,1.18,IS,1692750071
311,kendari,-3.945,122.4989,26.22,74,99,1.32,ID,1692750071
312,olovyannaya,50.95,115.5667,15.48,72,100,4.0,RU,1692750071
313,ust-nera,64.5667,143.2,6.26,98,100,2.28,RU,1692750071
314,chonchi,-42.6128,-73.8092,3.95,95,96,1.61,CL,1692750072
315,oxapampa,-10.5775,-75.4017,17.29,81,59,1.21,PE,1692750072
316,belen,36.4891,36.2233,23.08,83,0,5.66,TR,1692750072
317,acarau,-2.8856,-40.12,25.57,76,50,7.66,BR,1692749889
318,papao,-17.75,-149.55,26.82,64,0,3.73,PF,1692750072
319,nyurba,63.2842,118.3319,10.45,58,7,2.17,RU,1692750072
320,broken hill,-31.95,141.4333,11.01,53,0,3.5,AU,1692750072
321,bukama,-9.2,25.85,24.95,26,2,1.33,CD,1692750073
322,ormara,25.2088,64.6357,26.56,85,97,7.27,PK,1692749786
323,rio grande,-32.035,-52.0986,19.06,94,46,8.51,BR,1692750074
324,sao felix do xingu,-6.6447,-51.995,26.91,60,58,1.22,BR,1692750074
325,marka,1.7159,44.7717,24.68,82,72,5.56,SO,1692750074
326,palikir - national government center,6.9248,158.1611,25.47,94,100,2.06,FM,1692749787
327,forster,-32.1667,152.5167,21.27,50,12,5.65,AU,1692750075
328,berdigestyakh,62.0989,126.6992,7.23,71,51,2.72,RU,1692750075
329,arumbavur,11.3833,78.7333,26.99,75,83,2.06,IN,1692750075
330,newman,37.3138,-121.0208,33.34,30,5,1.34,US,1692750075
331,keene,42.9337,-72.2781,20.39,71,0,0.45,US,1692750075
332,tralee,52.2704,-9.7026,12.47,93,88,1.45,IE,1692750075
333,upper grand lagoon,30.1633,-85.7408,33.08,70,40,3.6,US,1692749788
334,igarka,67.4667,86.5833,10.73,93,99,3.22,RU,1692750076
335,kavaratti,10.5669,72.642,27.57,76,54,4.76,IN,1692750076
336,nema,57.5067,50.5011,5.42,91,62,2.83,RU,1692750076
337,villarrobledo,39.2699,-2.6012,24.88,48,9,4.12,ES,1692749788
338,rahimah,26.7079,50.0619,30.12,54,1,4.02,SA,1692750076
339,kantang,7.4054,99.5156,25.05,100,20,0.0,TH,1692750076
340,greymouth,-42.4667,171.2,9.52,77,96,0.36,NZ,1692750076
341,iskateley,67.6803,53.1512,6.9,95,86,4.73,RU,1692750077
342,afaahiti,-17.75,-149.2833,25.93,63,27,3.22,PF,1692750077
343,senanga,-16.1167,23.2667,18.54,18,3,2.34,ZM,1692749789
344,gospic,44.5461,15.3747,19.83,77,0,2.11,HR,1692750077
345,kruisfontein,-34.0033,24.7314,14.38,87,10,8.83,ZA,1692750077
346,opuwo,-18.0607,13.84,17.68,24,33,1.6,NA,1692750077
347,andovoranto,-18.95,49.1,20.61,83,30,1.0,MG,1692749790
348,happy valley-goose bay,53.3168,-60.3315,13.17,67,20,1.03,CA,1692750078
349,preobrazheniye,42.9019,133.9064,24.22,88,100,1.1,RU,1692750078
350,alofi,-19.0595,-169.9187,22.94,83,75,7.2,NU,1692750078
351,mukalla,14.5425,49.1242,29.35,75,8,1.39,YE,1692750078
352,brigantine,39.4101,-74.3646,22.79,69,0,2.06,US,1692750079
353,peace river,56.2501,-117.286,22.17,64,40,2.57,CA,1692750080
354,puerto armuelles,8.2833,-82.8667,25.05,87,100,1.79,PA,1692750080
355,eno,62.8051,30.1542,11.73,76,100,1.48,FI,1692750080
356,lompoc,34.6391,-120.4579,30.01,73,20,6.26,US,1692750080
357,jeremoabo,-10.075,-38.4808,21.24,91,19,3.2,BR,1692750080
358,geraldton,-28.7667,114.6,7.23,93,0,1.54,AU,1692750081
359,daru,-9.0763,143.2092,25.99,79,69,6.77,PG,1692750081
360,thakhek,17.4103,104.8307,26.06,95,97,1.57,LA,1692749792
361,tosontsengel,48.7567,98.2839,8.11,83,12,0.39,MN,1692750081
362,masaya sur,16.497,121.7456,26.91,81,59,0.54,PH,1692749792
363,draganesti-olt,44.1667,24.5333,25.56,41,0,2.18,RO,1692749792
364,mannargudi,10.6667,79.4333,26.91,83,71,2.76,IN,1692750081
365,anadyr,64.75,177.4833,10.28,87,100,7.0,RU,1692750082
366,benguela,-12.5763,13.4055,20.22,92,44,1.18,AO,1692750082
367,weno,7.4515,151.8468,25.97,94,100,4.12,FM,1692750082
368,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1692750082
369,necochea,-38.5473,-58.7368,8.88,72,80,4.45,AR,1692749838
370,toliara,-23.35,43.6667,19.71,68,0,2.21,MG,1692750082
371,dryden,49.7833,-92.7503,18.16,77,100,4.12,CA,1692750082
372,kuraymah,18.55,31.85,35.05,32,70,2.69,SD,1692750083
373,lundazi,-12.2929,33.1782,17.54,58,0,2.92,ZM,1692749794
374,poronaysk,49.2167,143.1167,21.81,92,99,1.9,RU,1692749794
375,haiku-pauwela,20.9219,-156.3051,31.01,45,40,10.29,US,1692750083
376,rakops,-21.0167,24.3333,20.7,23,0,0.91,BW,1692750083
377,xianning,29.8833,114.2167,26.5,84,0,1.39,CN,1692750083
378,kzyltu,53.6364,72.3414,17.51,59,24,3.92,KZ,1692749794
379,pana,39.3889,-89.0801,32.21,72,20,0.45,US,1692750084
380,mambolo,8.9231,-13.0444,26.16,93,100,1.04,SL,1692750084
381,salem,11.65,78.1667,24.43,89,84,1.33,IN,1692749795
382,isangel,-19.55,169.2667,22.74,63,32,5.56,VU,1692750084
383,cobija,-11.0267,-68.7692,31.33,37,92,0.95,BO,1692750084
384,camacupa,-12.0167,17.4833,18.6,23,1,1.47,AO,1692750084
385,pacocha,-17.5833,-71.3333,17.0,84,28,1.27,PE,1692750084
386,nyaunglebin,17.95,96.7333,24.09,95,100,1.98,MM,1692750085
387,al kharijah,25.4514,30.5464,29.61,23,0,4.31,EG,1692750085
388,manuguru,17.981,80.7547,24.56,92,100,0.55,IN,1692750085
389,smithers,54.7804,-127.1743,26.18,22,0,3.09,CA,1692750085
390,maintirano,-18.0667,44.0167,22.36,75,6,2.72,MG,1692750085
391,fale old settlement,-9.3852,-171.2468,28.12,72,29,9.69,TK,1692750085
392,holdrege,40.4403,-99.3698,34.6,40,0,3.09,US,1692750086
393,portland,45.5234,-122.6762,25.71,43,75,2.24,US,1692749828
394,pierre,44.3683,-100.351,32.51,58,0,5.14,US,1692749797
395,kirkwall,58.9848,-2.9587,12.76,82,40,6.17,GB,1692750086
396,lengshuitan,26.4111,111.5956,26.89,81,44,0.19,CN,1692750086
397,dong ha,16.8163,107.1003,28.03,68,100,3.78,VN,1692750086
398,kourou,5.1552,-52.6478,27.03,85,41,5.07,GF,1692749798
399,chinde,26.8418,88.0763,19.17,96,100,0.6,NP,1692750087
400,xingcheng,40.6167,120.7167,23.87,58,57,1.12,CN,1692749798
401,wagga wagga,-35.1167,147.3667,9.91,94,82,1.06,AU,1692750087
402,fort st. john,56.2499,-120.8529,20.94,56,40,2.06,CA,1692750038
403,guaruja,-23.9931,-46.2564,25.5,26,0,0.89,BR,1692749798
404,suva,-18.1416,178.4415,24.71,65,75,4.12,FJ,1692750087
405,peterhead,57.5058,-1.7981,14.22,83,100,4.81,GB,1692750088
406,tuensang,26.2833,94.8333,20.9,100,100,0.26,IN,1692750088
407,park city,42.3484,-87.8842,30.92,85,0,3.09,US,1692749922
408,yantzaza,-3.8278,-78.7594,21.45,97,100,0.96,EC,1692750088
409,ust'-ordynskiy,52.805,104.7508,13.92,77,97,1.05,RU,1692750088
410,mili,6.0815,171.735,28.79,71,91,2.88,MH,1692750088
411,soteapan,18.2333,-94.8667,25.24,84,64,2.04,MX,1692750089
412,imbituba,-28.24,-48.6703,23.81,78,6,4.54,BR,1692749993
413,richards bay,-28.783,32.0377,17.06,95,2,2.2,ZA,1692749559
414,borba,-4.3878,-59.5939,29.71,38,71,1.11,BR,1692749800
415,xai-xai,-25.0519,33.6442,21.98,65,0,3.37,MZ,1692749800
416,okhotsk,59.3833,143.3,15.3,79,88,5.81,RU,1692750089
417,cinnaminson,39.9968,-74.9927,24.37,54,0,2.06,US,1692749820
418,porto novo,6.4965,2.6036,25.9,93,94,2.98,BJ,1692750089
419,maluso,6.543,121.8753,30.05,78,72,1.15,PH,1692750090
420,mil'kovo,55.6078,37.7956,14.08,82,73,2.33,RU,1692750090
421,tual,-5.6667,132.75,25.29,86,92,9.51,ID,1692750090
422,ponto novo,-10.8628,-40.1336,25.31,62,56,4.54,BR,1692750090
423,kapuskasing,49.4169,-82.4331,20.05,72,100,2.06,CA,1692750090
424,trairi,-3.2778,-39.2689,25.39,79,22,5.09,BR,1692750090
425,santana,-0.0583,-51.1817,28.1,74,20,3.6,BR,1692750091
426,shirochanka,46.6497,38.3978,24.13,50,39,3.85,RU,1692749802
427,karratha,-20.7377,116.8463,22.17,56,0,2.8,AU,1692750091
428,grand-bassam,5.2118,-3.7388,24.98,92,70,3.03,CI,1692749802
429,port macquarie,-31.4333,152.9167,24.94,42,3,1.67,AU,1692750091
430,caraguatatuba,-23.6338,-45.4899,22.71,52,0,2.61,BR,1692750091
431,nikolayevsk-on-amure,53.1406,140.73,19.68,76,100,1.86,RU,1692750092
432,tateyama,34.9833,139.8667,28.06,83,67,4.12,JP,1692750092
433,bakchar,57.0186,82.0711,11.61,99,68,1.96,RU,1692750092
434,inhambane,-23.865,35.3833,21.27,87,0,5.85,MZ,1692750092
435,udachny,66.4167,112.4,6.36,75,3,1.49,RU,1692750092
436,magdagachi,53.45,125.8,17.97,58,100,3.6,RU,1692750092
437,maloye ganyushkino,46.6,49.2667,25.05,44,9,2.99,KZ,1692750093
438,lashio,22.9333,97.75,20.35,99,100,0.3,MM,1692750093
439,wladyslawowo,54.7909,18.4009,17.18,74,1,4.36,PL,1692750093
440,la manga del mar menor,37.6413,-0.7165,27.77,87,40,1.79,ES,1692750093
441,gulf shores,30.246,-87.7008,32.41,58,0,3.09,US,1692749539
442,rikaze,29.25,88.8833,12.59,75,98,1.1,CN,1692750093
443,broome,42.2506,-75.833,18.55,80,91,2.1,US,1692750093
444,nadi,-17.8,177.4167,27.0,50,20,5.66,FJ,1692750094
445,la ronge,55.1001,-105.2842,20.14,64,75,2.57,CA,1692750094
446,touros,-5.1989,-35.4608,26.0,69,34,6.5,BR,1692749945
447,colachel,8.1667,77.25,26.04,84,55,5.49,IN,1692749805
448,metlili chaamba,32.2667,3.6333,28.52,30,0,2.57,DZ,1692750094
449,devadanappatti,10.15,77.65,25.1,82,79,1.55,IN,1692750094
450,quellon,-43.1167,-73.6167,5.04,88,100,3.43,CL,1692750095
451,tupa,-21.9347,-50.5136,25.85,37,2,3.05,BR,1692749806
452,shirvan,39.9509,48.8994,25.79,70,4,2.07,AZ,1692750095
453,saint-joseph,-21.3667,55.6167,22.21,83,22,6.26,RE,1692750095
454,vila do maio,15.1333,-23.2167,27.44,79,92,2.24,CV,1692750095
455,tabou,4.423,-7.3528,24.47,89,93,3.9,CI,1692749806
456,recreo,-29.2818,-65.061,19.38,31,20,7.53,AR,1692749854
457,flying fish cove,-10.4217,105.6791,24.82,78,100,6.69,CX,1692750096
458,borkum,53.5809,6.6915,17.97,86,22,4.46,DE,1692750096
459,beckley,37.7782,-81.1882,23.23,70,0,2.57,US,1692750078
460,harstad,68.799,16.5293,12.67,97,100,2.24,NO,1692749807
461,santa marta,11.2408,-74.199,27.16,84,100,2.57,CO,1692749886
462,tari,12.4086,4.4914,27.59,71,26,3.63,NG,1692750096
463,altayskoye,51.9533,85.3325,16.2,66,71,2.69,RU,1692750096
464,kolokani,13.5728,-8.0339,25.2,76,65,2.71,ML,1692750096
465,kayangel,8.0823,134.7173,28.07,79,4,4.91,PW,1692750097
466,janauba,-15.8025,-43.3089,28.35,25,68,1.71,BR,1692750097
467,capitao poco,-1.7464,-47.0594,23.49,82,48,2.41,BR,1692750097
468,tshabong,-26.05,22.45,11.65,34,0,3.5,BW,1692750097
469,fortuna,40.5982,-124.1573,21.07,69,20,6.69,US,1692750097
470,goz beida,13.95,20.55,29.3,53,87,3.11,TD,1692749809
471,anton lizardo,19.05,-95.9833,30.12,77,33,4.15,MX,1692749810
472,labuan,5.2767,115.2417,27.2,83,20,0.0,MY,1692750089
473,valdez,1.2492,-78.9831,25.12,87,86,3.75,EC,1692750098
474,farkhor,37.4922,69.4036,24.05,28,0,0.27,TJ,1692750098
475,kingisepp,59.3733,28.6134,12.43,94,98,1.12,RU,1692750098
476,holualoa,19.6228,-155.9522,28.91,76,20,4.12,US,1692750098
477,altinekin,38.3078,32.8686,22.31,43,0,1.72,TR,1692750099
478,qashyr,53.0675,76.1036,16.54,75,26,2.33,KZ,1692750099
479,walvis bay,-22.9575,14.5053,11.72,78,0,5.68,NA,1692749942
480,newnham,-41.3833,147.1333,11.53,82,40,8.75,AU,1692750099
481,kenai,60.5544,-151.2583,19.05,68,0,4.63,US,1692749811
482,tijucas,-27.2414,-48.6336,23.42,92,85,2.96,BR,1692750099
483,tegueste,28.5167,-16.3167,26.64,38,0,4.63,ES,1692750099
484,aksu,41.1231,80.2644,25.72,33,86,1.11,CN,1692750100
485,kuta,-8.7233,115.1723,25.97,78,40,5.36,ID,1692750100
486,nizhniy odes,63.6445,54.856,6.62,98,99,2.69,RU,1692750100
487,t'aebaek,37.1759,128.9889,25.11,73,34,1.58,KR,1692750100
488,madalena,41.2162,-8.3345,25.17,67,15,1.53,PT,1692750100
489,kindia,10.0569,-12.8658,21.62,97,100,0.82,GN,1692750100
490,thinadhoo,0.5333,72.9333,27.88,76,75,5.82,MV,1692750101
491,merizo village,13.2658,144.6691,31.31,84,72,2.55,GU,1692750101
492,grand falls-windsor,48.9332,-55.6649,15.84,89,100,1.73,CA,1692750079
493,ardahan,41.1087,42.7022,11.27,93,3,0.95,TR,1692750101
494,ta`u,-14.2336,-169.5144,26.01,69,13,7.57,AS,1692750101
495,rio hato,8.3833,-80.1667,20.82,94,100,8.49,PA,1692750102
496,pizarro,4.9533,-77.366,24.6,89,100,1.07,CO,1692750103
497,lesnoy,57.6198,63.0784,11.2,60,100,1.19,RU,1692750103
498,conduaga,8.862,117.4893,27.81,76,98,1.06,PH,1692750103
499,igrim,63.1906,64.4162,6.67,95,100,2.0,RU,1692750103
500,tyukhtet,56.5389,89.3011,13.27,93,50,1.95,RU,1692749814
501,dano,11.15,-3.0667,24.21,90,17,2.57,BF,1692750103
502,kharkhorin,47.1975,102.8238,9.49,86,98,0.46,MN,1692750104
503,privas,44.5833,4.5,26.24,52,32,1.55,FR,1692750104
504,nadym,65.5333,72.5167,10.35,79,98,1.89,RU,1692750104
505,hats'avan,39.4641,45.9705,15.1,85,0,2.44,AM,1692749815
506,miracema,-21.4122,-42.1967,23.54,57,0,1.49,BR,1692750104
507,konakovo,56.7,36.7667,13.91,88,100,1.71,RU,1692749815
508,hefei,31.8639,117.2808,28.01,74,0,1.0,CN,1692750105
509,praia da vitoria,38.7333,-27.0667,21.14,83,20,5.24,PT,1692750105
510,armacao de buzios,-22.7469,-41.8817,20.09,88,0,6.93,BR,1692749950
511,motygino,58.1831,94.7592,14.22,86,58,1.17,RU,1692749816
512,queenstown,-31.8976,26.8753,12.19,33,6,6.55,ZA,1692749926
513,warrnambool,-38.3833,142.4833,12.96,80,94,5.79,AU,1692750105
514,arinos,-15.9169,-46.1056,24.92,31,96,0.81,BR,1692750105
515,dickinson,29.4608,-95.0513,33.05,74,40,7.72,US,1692750106
516,molodohvardiys'k,48.3458,39.6582,17.83,68,6,3.31,UA,1692749817
517,santa elena de uairen,4.6167,-61.1333,21.08,76,48,1.62,VE,1692750106
518,felipe carrillo puerto,19.5833,-88.05,22.51,98,97,1.79,MX,1692750106
519,amos,48.5669,-78.1162,16.31,67,100,1.8,CA,1692749817
520,itoman,26.1247,127.6694,31.21,74,20,2.57,JP,1692750106
521,cole harbour,44.6724,-63.4751,18.71,75,46,6.69,CA,1692750106
522,ridder,50.355,83.5133,15.11,68,96,1.64,KZ,1692750107
523,luderitz,-26.6481,15.1594,13.13,80,0,4.17,NA,1692750107
524,junin,-34.5838,-60.9433,7.16,81,33,2.28,AR,1692750107
525,dalandzadgad,43.5708,104.425,14.72,41,79,2.52,MN,1692750107
526,santa ana,33.7456,-117.8678,33.73,54,20,4.63,US,1692750068
527,colares,38.7992,-9.4469,27.55,72,2,3.37,PT,1692749818
528,anisoc,1.8658,10.7689,21.63,100,54,0.73,GQ,1692749818
529,catabola,-12.15,17.2833,17.98,23,2,2.12,AO,1692750108
530,taroa,8.7058,171.2275,28.29,79,100,6.19,MH,1692749819
531,maralal,1.0968,36.698,14.11,67,36,2.18,KE,1692749819
532,constitucion,-35.3333,-72.4167,10.91,91,100,2.74,CL,1692750108
533,bay roberts,47.5999,-53.2648,17.41,98,100,0.34,CA,1692749819
534,la breita,-4.2608,-80.8875,24.14,68,99,3.51,PE,1692750108
535,brandon,27.9378,-82.2859,33.83,67,0,2.57,US,1692749898
536,broken arrow,36.0526,-95.7908,37.18,52,0,3.09,US,1692749820
537,kununurra,-15.7667,128.7333,26.99,24,20,2.57,AU,1692750109
538,cannonvale,-20.2833,148.7,21.66,71,16,6.77,AU,1692750109
539,howard springs,-12.497,131.047,27.71,55,33,4.23,AU,1692750109
540,nizhnyaya omka,55.4338,74.9426,12.3,66,66,2.58,RU,1692750109
541,koungheul,13.9833,-14.8,22.91,92,100,0.41,SN,1692749820
542,lincoln city,44.9582,-124.0179,22.25,77,41,2.24,US,1692750109
543,santo antonio,-6.3106,-35.4789,22.77,83,48,3.56,BR,1692750109
544,montepuez,-13.1256,38.9997,18.08,91,1,2.53,MZ,1692750110
545,groningen,53.25,6.75,16.68,92,19,0.51,NL,1692750110
546,susuman,62.7833,148.1667,3.38,97,100,1.44,RU,1692750110
547,karwar,14.8,74.1333,24.68,88,84,2.18,IN,1692750110
548,arkhangel'sk,64.5401,40.5433,6.13,91,27,1.47,RU,1692750110
549,manismata,-2.4667,111.0333,24.46,86,85,1.75,ID,1692750110
550,masterton,-40.9597,175.6575,11.6,56,7,0.61,NZ,1692750110
551,dubbo,-32.25,148.6167,11.07,71,100,4.63,AU,1692749822
552,riyadh,24.6877,46.7219,30.08,15,0,2.34,SA,1692750053
553,pak phanang,8.3511,100.202,26.01,76,55,2.32,TH,1692750111
554,serhetabat,35.2799,62.3438,21.99,34,0,1.69,TM,1692750111
555,galle,6.0367,80.217,26.28,84,87,4.05,LK,1692749624
556,aswan,24.0934,32.907,32.4,22,0,1.59,EG,1692749823
557,chusovoy,58.3013,57.8131,8.95,80,61,0.62,RU,1692750111
558,mugia,43.1041,-9.2179,23.84,76,42,4.04,ES,1692750112
559,laguna,38.421,-121.4238,34.08,38,0,3.6,US,1692750112
560,raja,8.4596,25.678,20.87,94,100,1.17,SS,1692749823
561,rongelap,11.1635,166.8941,28.95,75,14,6.99,MH,1692750112
562,belur,13.1667,75.8667,18.73,92,73,1.87,IN,1692750112
563,meiningen,50.5679,10.4152,17.68,84,38,1.53,DE,1692750112
564,macia,-25.0269,33.0989,20.86,65,0,1.6,MZ,1692749824
565,miranda do douro,41.4969,-6.2731,27.52,31,72,0.71,PT,1692750113
566,bayville,40.9106,-73.5621,25.0,63,56,3.01,US,1692749824
567,lerwick,60.1545,-1.1494,13.0,81,100,7.73,GB,1692750113
568,singrauli,24.1997,82.6753,24.26,91,100,1.35,IN,1692749825
569,kone,-21.0595,164.8658,23.66,52,18,1.71,NC,1692750113
570,huron,41.1501,-82.5499,20.93,81,41,2.83,US,1692750113
571,nueva loja,0.0847,-76.8828,20.48,99,97,0.77,EC,1692750113
572,kousseri,12.0769,15.0306,27.68,57,4,2.22,CM,1692750114
573,wajir,1.7471,40.0573,24.16,62,24,6.57,KE,1692749825
574,levuka,50.1834,-105.4011,22.85,73,75,4.12,CA,1692750114
575,yarmouth,41.7057,-70.2286,19.03,85,0,0.45,US,1692750114
576,paungde,18.4833,95.5,24.12,98,100,2.65,MM,1692750114
577,uyuni,-20.4597,-66.825,5.34,8,46,2.85,BO,1692749826
578,sao joao da barra,-21.6403,-41.0511,22.05,89,0,5.33,BR,1692750115
579,moranbah,-22.0016,148.0466,22.75,45,5,5.68,AU,1692749826
580,duba,27.3513,35.6901,32.07,59,51,1.39,SA,1692749582
581,vojens,55.2464,9.306,15.76,100,40,1.54,DK,1692750115
582,nangomba,-10.9,38.5,20.33,84,1,1.77,TZ,1692750115
583,kikwit,-5.041,18.8162,27.9,39,84,1.84,CD,1692750115
584,ad dilam,23.9915,47.1627,32.23,17,0,0.99,SA,1692750116
585,odienne,9.51,-7.5692,22.19,96,94,1.63,CI,1692750116
